Date,Description,Category,Amount,Type,User
2024-01-03 00:00:00,Doctor visit,Healthcare,339.0,Expense,Mitul
2024-01-03 00:00:00,Maintenance,Other,1780.0,Expense,Mitul
2024-01-03 00:00:00,Online course,Education,1565.0,Expense,Mitul
2024-01-03 00:00:00,Bought items,Other,376.0,Expense,Mitul
2024-01-03 00:00:00,Monthly bill,Bills,4166.0,Expense,Mitul
2024-01-04 00:00:00,Movie,Entertainment,1396.0,Expense,Mitul
2024-01-04 00:00:00,Monthly bill,Bills,2059.0,Expense,Mitul
2024-01-04 00:00:00,Maintenance,Other,4402.0,Expense,Mitul
2024-01-04 00:00:00,Snacks,Other,2826.0,Expense,Mitul
2024-01-04 00:00:00,Snacks,Other,4413.0,Expense,Mitul
2024-01-04 00:00:00,Online course,Education,1386.0,Expense,Mitul
2024-01-04 00:00:00,Snacks,Other,3381.0,Expense,Mitul
2024-01-04 00:00:00,Maintenance,Other,768.0,Expense,Mitul
2024-01-04 00:00:00,Bought items,Other,1623.0,Income,Mitul
2024-01-04 00:00:00,Insurance premium,Rent,185.0,Expense,Mitul
2024-01-04 00:00:00,Monthly bill,Bills,4421.0,Expense,Mitul
2024-01-04 00:00:00,New clothes,Shopping,4715.0,Expense,Mitul
2024-01-04 00:00:00,Maintenance,Other,3244.0,Income,Mitul
2024-01-04 00:00:00,Doctor visit,Healthcare,3129.0,Expense,Mitul
2024-01-04 00:00:00,Snacks,Other,4912.0,Income,Mitul
2024-01-04 00:00:00,Snacks,Other,1584.0,Expense,Mitul
2024-01-04 00:00:00,Bought items,Other,2528.0,Expense,Mitul
2024-01-04 00:00:00,Snacks,Other,2794.0,Expense,Mitul
2024-01-04 00:00:00,Online course,Education,619.0,Expense,Mitul
2024-01-04 00:00:00,Insurance premium,Rent,1490.0,Expense,Mitul
2024-01-04 00:00:00,New clothes,Shopping,4670.0,Expense,Mitul
2024-01-04 00:00:00,Insurance premium,Rent,3257.0,Income,Mitul
2024-01-04 00:00:00,Maintenance,Other,3051.0,Expense,Mitul
2024-01-04 00:00:00,Monthly bill,Bills,3239.0,Income,Mitul
2024-01-04 00:00:00,Online course,Education,3044.0,Expense,Mitul
2024-01-04 00:00:00,Bought items,Other,3607.0,Expense,Mitul
2024-01-04 00:00:00,Doctor visit,Healthcare,3562.0,Expense,Mitul
2024-01-04 00:00:00,New clothes,Shopping,1053.0,Expense,Mitul
2024-01-04 00:00:00,Monthly bill,Bills,4449.0,Expense,Mitul
2024-01-04 00:00:00,Monthly bill,Bills,3155.0,Expense,Mitul
2024-01-04 00:00:00,Online course,Education,3842.0,Income,Mitul
2024-01-04 00:00:00,New clothes,Shopping,3545.0,Expense,Mitul
2024-01-04 00:00:00,Doctor visit,Healthcare,4827.0,Expense,Mitul
2024-01-04 00:00:00,Monthly bill,Bills,1453.0,Expense,Mitul
2024-01-04 00:00:00,Insurance premium,Rent,4941.0,Expense,Mitul
2024-01-04 00:00:00,Online course,Education,3920.0,Expense,Mitul
2024-01-04 00:00:00,Insurance premium,Rent,4026.0,Expense,Mitul
2024-01-04 00:00:00,Snacks,Other,3142.0,Expense,Mitul
2024-01-04 00:00:00,Bought items,Other,4440.0,Expense,Mitul
2024-01-04 00:00:00,Bus fare,Transport,2265.0,Expense,Mitul
2024-01-04 00:00:00,New clothes,Shopping,1022.0,Income,Mitul
2024-01-04 00:00:00,Insurance premium,Rent,2701.0,Income,Mitul
2024-01-04 00:00:00,Doctor visit,Healthcare,2837.0,Expense,Mitul
2024-01-04 00:00:00,Movie,Entertainment,822.0,Expense,Mitul
2024-01-04 00:00:00,Maintenance,Other,164.0,Expense,Mitul
2024-01-04 00:00:00,Maintenance,Other,209.0,Expense,Mitul
2024-01-04 00:00:00,Snacks,Other,3945.0,Expense,Mitul
2024-01-04 00:00:00,New clothes,Shopping,1267.0,Expense,Mitul
2024-01-04 00:00:00,Insurance premium,Rent,1471.0,Expense,Mitul
2024-01-05 00:00:00,Snacks,Other,2456.0,Expense,Mitul
2024-01-05 00:00:00,Insurance premium,Rent,2995.0,Income,Mitul
2024-01-05 00:00:00,New clothes,Shopping,323.0,Expense,Mitul
2024-01-05 00:00:00,Bought items,Other,2138.0,Income,Mitul
2024-01-05 00:00:00,Movie,Entertainment,2879.0,Income,Mitul
2024-01-05 00:00:00,Maintenance,Other,1488.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,1313.0,Income,Mitul
2024-01-05 00:00:00,Bus fare,Transport,2531.0,Expense,Mitul
2024-01-05 00:00:00,Online course,Education,3772.0,Expense,Mitul
2024-01-05 00:00:00,Maintenance,Other,1264.0,Expense,Mitul
2024-01-05 00:00:00,Bought items,Other,3796.0,Expense,Mitul
2024-01-05 00:00:00,Bus fare,Transport,4544.0,Expense,Mitul
2024-01-05 00:00:00,Bought items,Other,4129.0,Expense,Mitul
2024-01-05 00:00:00,Online course,Education,1841.0,Expense,Mitul
2024-01-05 00:00:00,Online course,Education,2702.0,Expense,Mitul
2024-01-05 00:00:00,Maintenance,Other,1374.0,Expense,Mitul
2024-01-05 00:00:00,Bought items,Other,3739.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,4860.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,2927.0,Expense,Mitul
2024-01-05 00:00:00,Online course,Education,4100.0,Expense,Mitul
2024-01-05 00:00:00,Maintenance,Other,1767.0,Expense,Mitul
2024-01-05 00:00:00,Snacks,Other,4966.0,Expense,Mitul
2024-01-05 00:00:00,Monthly bill,Bills,2682.0,Expense,Mitul
2024-01-05 00:00:00,Snacks,Other,3733.0,Expense,Mitul
2024-01-05 00:00:00,Doctor visit,Healthcare,4843.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,2086.0,Expense,Mitul
2024-01-05 00:00:00,Insurance premium,Rent,2411.0,Expense,Mitul
2024-01-05 00:00:00,Monthly bill,Bills,4009.0,Expense,Mitul
2024-01-05 00:00:00,Movie,Entertainment,1210.0,Expense,Mitul
2024-01-05 00:00:00,Bus fare,Transport,1280.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,534.0,Income,Mitul
2024-01-05 00:00:00,Movie,Entertainment,588.0,Expense,Mitul
2024-01-05 00:00:00,Online course,Education,586.0,Expense,Mitul
2024-01-05 00:00:00,Insurance premium,Rent,2954.0,Expense,Mitul
2024-01-05 00:00:00,Monthly bill,Bills,524.0,Income,Mitul
2024-01-05 00:00:00,Snacks,Other,4412.0,Expense,Mitul
2024-01-05 00:00:00,Bus fare,Transport,3719.0,Expense,Mitul
2024-01-05 00:00:00,Movie,Entertainment,189.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,371.0,Expense,Mitul
2024-01-05 00:00:00,Doctor visit,Healthcare,4008.0,Expense,Mitul
2024-01-05 00:00:00,Online course,Education,2324.0,Expense,Mitul
2024-01-05 00:00:00,Bus fare,Transport,4468.0,Income,Mitul
2024-01-05 00:00:00,Insurance premium,Rent,2164.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,2594.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,4545.0,Expense,Mitul
2024-01-05 00:00:00,Insurance premium,Rent,1382.0,Expense,Mitul
2024-01-05 00:00:00,Movie,Entertainment,1285.0,Expense,Mitul
2024-01-05 00:00:00,Bus fare,Transport,4979.0,Expense,Mitul
2024-01-05 00:00:00,Maintenance,Other,4114.0,Income,Mitul
2024-01-05 00:00:00,Bus fare,Transport,4623.0,Expense,Mitul
2024-01-05 00:00:00,Maintenance,Other,2380.0,Expense,Mitul
2024-01-05 00:00:00,Snacks,Other,3982.0,Expense,Mitul
2024-01-05 00:00:00,Movie,Entertainment,4344.0,Expense,Mitul
2024-01-05 00:00:00,Bought items,Other,1022.0,Expense,Mitul
2024-01-05 00:00:00,New clothes,Shopping,3877.0,Expense,Mitul
2024-01-06 00:00:00,Maintenance,Other,4130.0,Income,Mitul
2024-01-06 00:00:00,Bus fare,Transport,730.0,Expense,Mitul
2024-01-06 00:00:00,Movie,Entertainment,2050.0,Expense,Mitul
2024-01-06 00:00:00,New clothes,Shopping,2590.0,Expense,Mitul
2024-01-06 00:00:00,New clothes,Shopping,2992.0,Expense,Mitul
2024-01-06 00:00:00,Bus fare,Transport,3729.0,Expense,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,4157.0,Income,Mitul
2024-01-06 00:00:00,Snacks,Other,130.0,Income,Mitul
2024-01-06 00:00:00,Doctor visit,Healthcare,957.0,Expense,Mitul
2024-01-06 00:00:00,Online course,Education,4881.0,Income,Mitul
2024-01-06 00:00:00,Bus fare,Transport,2055.0,Expense,Mitul
2024-01-06 00:00:00,Bought items,Other,3865.0,Income,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,3102.0,Income,Mitul
2024-01-06 00:00:00,New clothes,Shopping,628.0,Expense,Mitul
2024-01-06 00:00:00,Doctor visit,Healthcare,2248.0,Expense,Mitul
2024-01-06 00:00:00,Maintenance,Other,679.0,Income,Mitul
2024-01-06 00:00:00,Movie,Entertainment,4159.0,Income,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,2664.0,Income,Mitul
2024-01-06 00:00:00,Online course,Education,3174.0,Expense,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,4997.0,Expense,Mitul
2024-01-06 00:00:00,Bought items,Other,973.0,Expense,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,3257.0,Expense,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,3172.0,Expense,Mitul
2024-01-06 00:00:00,Insurance premium,Rent,2077.0,Expense,Mitul
2024-01-06 00:00:00,Maintenance,Other,2161.0,Expense,Mitul
2024-01-06 00:00:00,Snacks,Other,3195.0,Expense,Mitul
2024-01-06 00:00:00,Bus fare,Transport,2004.0,Expense,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,693.0,Expense,Mitul
2024-01-06 00:00:00,Insurance premium,Rent,3156.0,Expense,Mitul
2024-01-06 00:00:00,Bus fare,Transport,3504.0,Expense,Mitul
2024-01-06 00:00:00,Monthly bill,Bills,3977.0,Income,Mitul
2024-01-06 00:00:00,Bus fare,Transport,3439.0,Expense,Mitul
2024-01-06 00:00:00,Doctor visit,Healthcare,1082.0,Expense,Mitul
2024-01-06 00:00:00,Bus fare,Transport,287.0,Expense,Mitul
2024-01-06 00:00:00,New clothes,Shopping,2086.0,Expense,Mitul
2024-01-06 00:00:00,Snacks,Other,3148.0,Expense,Mitul
2024-01-06 00:00:00,Doctor visit,Healthcare,3842.0,Expense,Mitul
2024-01-06 00:00:00,Maintenance,Other,3236.0,Expense,Mitul
2024-01-06 00:00:00,Online course,Education,977.0,Expense,Mitul
2024-01-06 00:00:00,Doctor visit,Healthcare,957.0,Expense,Mitul
2024-01-07 00:00:00,New clothes,Shopping,4770.0,Expense,Mitul
2024-01-07 00:00:00,Online course,Education,4126.0,Expense,Mitul
2024-01-07 00:00:00,Online course,Education,1250.0,Expense,Mitul
2024-01-07 00:00:00,New clothes,Shopping,4274.0,Expense,Mitul
2024-01-07 00:00:00,Maintenance,Other,3819.0,Expense,Mitul
2024-01-07 00:00:00,Bus fare,Transport,3394.0,Expense,Mitul
2024-01-07 00:00:00,Doctor visit,Healthcare,3549.0,Expense,Mitul
2024-01-07 00:00:00,Snacks,Other,3264.0,Expense,Mitul
2024-01-07 00:00:00,Insurance premium,Rent,3006.0,Expense,Mitul
2024-01-07 00:00:00,Maintenance,Other,4101.0,Expense,Mitul
2024-01-07 00:00:00,New clothes,Shopping,1062.0,Expense,Mitul
2024-01-07 00:00:00,Snacks,Other,4685.0,Expense,Mitul
2024-01-07 00:00:00,New clothes,Shopping,3892.0,Expense,Mitul
2024-01-07 00:00:00,Monthly bill,Bills,2941.0,Expense,Mitul
2024-01-07 00:00:00,Maintenance,Other,3366.0,Expense,Mitul
2024-01-07 00:00:00,Movie,Entertainment,816.0,Expense,Mitul
2024-01-07 00:00:00,Doctor visit,Healthcare,4605.0,Expense,Mitul
2024-01-07 00:00:00,Online course,Education,3443.0,Expense,Mitul
2024-01-07 00:00:00,New clothes,Shopping,4577.0,Expense,Mitul
2024-01-07 00:00:00,New clothes,Shopping,2733.0,Expense,Mitul
2024-01-07 00:00:00,Online course,Education,1942.0,Expense,Mitul
2024-01-07 00:00:00,Bus fare,Transport,3042.0,Expense,Mitul
2024-01-07 00:00:00,Bought items,Other,4912.0,Expense,Mitul
2024-01-07 00:00:00,New clothes,Shopping,637.0,Expense,Mitul
2024-01-07 00:00:00,Bought items,Other,3624.0,Expense,Mitul
2024-01-07 00:00:00,Snacks,Other,1634.0,Expense,Mitul
2024-01-07 00:00:00,Online course,Education,1503.0,Expense,Mitul
2024-01-07 00:00:00,Bought items,Other,4408.0,Income,Mitul
2024-01-07 00:00:00,Snacks,Other,3338.0,Income,Mitul
2024-01-07 00:00:00,Insurance premium,Rent,1176.0,Income,Mitul
2024-01-07 00:00:00,Snacks,Other,4774.0,Expense,Mitul
2024-01-07 00:00:00,Insurance premium,Rent,4278.0,Expense,Mitul
2024-01-07 00:00:00,Bought items,Other,2954.0,Expense,Mitul
2024-01-07 00:00:00,Movie,Entertainment,2697.0,Income,Mitul
2024-01-07 00:00:00,Monthly bill,Bills,1251.0,Income,Mitul
2024-01-07 00:00:00,New clothes,Shopping,3737.0,Expense,Mitul
2024-01-07 00:00:00,Maintenance,Other,1085.0,Expense,Mitul
2024-01-07 00:00:00,Movie,Entertainment,549.0,Income,Mitul
2024-01-07 00:00:00,Maintenance,Other,2014.0,Expense,Mitul
2024-01-07 00:00:00,Monthly bill,Bills,3697.0,Expense,Mitul
2024-01-07 00:00:00,Movie,Entertainment,797.0,Expense,Mitul
2024-01-07 00:00:00,Bus fare,Transport,4678.0,Expense,Mitul
2024-01-07 00:00:00,Movie,Entertainment,2609.0,Expense,Mitul
2024-01-07 00:00:00,Insurance premium,Rent,2997.0,Expense,Mitul
2024-01-08 00:00:00,Monthly bill,Bills,2511.0,Expense,Mitul
2024-01-08 00:00:00,Bought items,Other,826.0,Income,Mitul
2024-01-08 00:00:00,Monthly bill,Bills,3337.0,Income,Mitul
2024-01-08 00:00:00,Bought items,Other,4513.0,Expense,Mitul
2024-01-08 00:00:00,Insurance premium,Rent,1737.0,Expense,Mitul
2024-01-08 00:00:00,Maintenance,Other,4722.0,Expense,Mitul
2024-01-08 00:00:00,Insurance premium,Rent,528.0,Expense,Mitul
2024-01-08 00:00:00,Insurance premium,Rent,4842.0,Expense,Mitul
2024-01-08 00:00:00,Monthly bill,Bills,4435.0,Expense,Mitul
2024-01-08 00:00:00,Doctor visit,Healthcare,3192.0,Expense,Mitul
2024-01-08 00:00:00,Bought items,Other,4380.0,Expense,Mitul
2024-01-08 00:00:00,Monthly bill,Bills,3897.0,Expense,Mitul
2024-01-08 00:00:00,Insurance premium,Rent,4735.0,Income,Mitul
2024-01-08 00:00:00,Snacks,Other,2760.0,Expense,Mitul
2024-01-08 00:00:00,New clothes,Shopping,3542.0,Expense,Mitul
2024-01-08 00:00:00,Insurance premium,Rent,1074.0,Income,Mitul
2024-01-08 00:00:00,Monthly bill,Bills,3955.0,Income,Mitul
2024-01-08 00:00:00,Bought items,Other,4742.0,Expense,Mitul
2024-01-08 00:00:00,Doctor visit,Healthcare,479.0,Expense,Mitul
2024-01-08 00:00:00,Monthly bill,Bills,2977.0,Expense,Mitul
2024-01-08 00:00:00,Insurance premium,Rent,2158.0,Expense,Mitul
2024-01-08 00:00:00,Maintenance,Other,1074.0,Expense,Mitul
2024-01-08 00:00:00,Maintenance,Other,127.0,Expense,Mitul
2024-01-08 00:00:00,Insurance premium,Rent,1185.0,Expense,Mitul
2024-01-08 00:00:00,Monthly bill,Bills,610.0,Expense,Mitul
